"DISTRITO","EDIFICIO","UBICACIÓN","COORDENADA Y","COORDENADA X","TERMINALES","CONECTORES","POTENCIA","CÓDIGO","AÑO INSTALACIÓN","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","C/ Pista, 4 pabellón de Mayorales","4474354.9","438396.1","1","Mennekes","3,7 kW","PRM-AG08-01","2016","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Centro Municipal de Acustica","M-30 p.K.21,700, Vivero Migas Calientes ","4477226.9","437202.3","1","Mennekes Manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2019","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Paseo Viejo 4 (Casa de Campo)","4474468.6","438527.3","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2019","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Pº Camoens, s/n PALACETE FERROVIARIOS","4476198.4","438437","1","Mennekes","3,7 K Plug T2 Monofásico","PRM-AG08-01a","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Pº Camoens, s/n PALACETE FERROVIARIOS","4476198.4","438437","1","Mennekes","3,7 K Plug T2 Monofásico","PRM-AG08-01b","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Pº Camoens, s/n PALACETE FERROVIARIOS","4476198.4","438437","1","Mennekes","3,7 K Plug T2 Monofásico","PRM-AG08-01c","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Pº Camoens, s/n PALACETE FERROVIARIOS","4476198.4","438437","1","Mennekes","3,7 K Plug T2 Monofásico","PRM-AG08-01d","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Pº Camoens, s/n PALACETE FERROVIARIOS","4476198.4","438437","1","Mennekes","3,7 K Plug T2 Monofásico","PRM-AG08-01e","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Pº Camoens, s/n PALACETE FERROVIARIOS","4476198.4","438437","1","Mennekes","3,7 K Plug T2 Monofásico","PRM-AG08-01f","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","J.M.D. Moncloa","Pz. Moncloa, 1 (C/ Isaac Peral)","4476284.53","439098.58","1","Mennekes","3,7 kW","PRM-JM09-01","2016","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Salud, Seguridad y Emergencias / PM (Pabellón USA)","Ronda Lago, 6","4474148.53","438088.56","1","Mennekes","3,7 kW","PRM-AG05-08","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Salud, Seguridad y Emergencias / PM (Pabellón USA)","Ronda Lago, 6","4474148.53","438088.56","1","Mennekes","3,7 kW","PRM-AG05-08","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Salud, Seguridad y Emergencias / PM (Pabellón USA)","Ronda Lago, 6","4474148.53","438088.56","1","Mennekes","3,7 kW","PRM-AG05-08","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Salud, Seguridad y Emergencias / PM (Pabellón USA)","Ronda Lago, 6","4474148.53","438088.56","1","Mennekes","3,7 kW","PRM-AG05-08","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Rosaleda Parque del Oeste","4475349.9","439051.7","1","Mennekes","3,7 kW","PRM-AG08-06a","2017","","","","","","","","","","","","","","","",""
"Moncloa - Aravaca","A.G. Medio Ambiente y Movilidad / Rosaleda","Rosaleda Parque del Oeste","4475349.9","439051.7","1","Mennekes","3,7 kW","PRM-AG08-06b","2017","","","","","","","","","","","","","","","",""
"Moratalaz","J.M.D Moratalaz","C/ Fuente Carrantona, 6","4472194.42","445952.51","1","Mennekes Manguera","32 A monofásio","PRM-JM","2019","","","","","","","","","","","","","","","",""
"Moratalaz","J.M.D. Moratalaz","C/ Fuente de Carrantona, 8","4472194.42","445952.51","1","Mennekes","3,7 kW","PRM-JM14-01","2016","","","","","","","","","","","","","","","",""
"Puente de Vallecas","A.G. Salud, Seguridad y Emergencias / PM / UID PUENTE DE VALLECAS"," C/ Puerto de Cardoso, 3","4471163.6","444605.6","1","Mennekes / Schuco","32 A monofásico","PRM-AG05-04c","2019","","","","","","","","","","","","","","","",""
"Puente de Vallecas","J.M.D Puente de Vallecas ","Centro Cultural Lope de Vega (Concejo de Teverga 1)","4471058.1","443082.6","1","Mennekes Manguera","32 A Trifásico ","PRM-JM","2018","","","","","","","","","","","","","","","",""
"Retiro","J.M.D Retito (Aparcamiento de Daoiz y Velarde)","Avda. de la Ciudad de Barcelona, 162","4472846.1","442637.6","1","Mennekes Manguera","16 A monofásico","PRM-JM","2018","","","","","","","","","","","","","","","",""
"Retiro","A.G. Salud, Seguridad y Emergencias / Madrid Salud / SEDE DEL ORGANISMO AUTÓNOMO MADRID SALUD ","Avda. Mediterráneo 62","4473257.8","443553.6","1","Mennekes","3,7 kW Plug T2 circutor ","PRM-AG05-10a","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Salud, Seguridad y Emergencias / Madrid Salud / SEDE DEL ORGANISMO AUTÓNOMO MADRID SALUD ","Avda. Mediterráneo 62","4473257.8","443553.6","1","Mennekes","3,7 kW Plug T2 circutor ","PRM-AG05-10b","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Coordinación Territorial y Asociaciones / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes/Schuko","3,7 kW","PRM-AG02-01a","2016","","","","","","","","","","","","","","","",""
"Retiro","A.G. Coordinación Territorial y Asociaciones / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes/Schuko","3,7 kW","PRM-AG02-01b","2016","","","","","","","","","","","","","","","",""
"Retiro","A.G. Medio Ambiente y Movilidad / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG08-07a","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Medio Ambiente y Movilidad / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG08-07b","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Medio Ambiente y Movilidad / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG08-07c","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Medio Ambiente y Movilidad / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG08-07d","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Medio Ambiente y Movilidad / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG08-07e","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Medio Ambiente y Movilidad / SGT","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG08-07f","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Portavoz, Coordinación Junta de Gobierno y Relaciones con el Pleno - SGT Coordinación Territorial","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG03-02a","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Portavoz, Coordinación Junta de Gobierno y Relaciones con el Pleno - SGT Coordinación Territorial","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG03-01c","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Portavoz, Coordinación Junta de Gobierno y Relaciones con el Pleno - SGT Portavoz","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG03-01a","2017","","","","","","","","","","","","","","","",""
"Retiro","Alcaldía Aparcamiento Cibeles","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes/Schuko","33 A gestión potencia plataforma IBIL","PRM-AL01-01a","2017","","","","","","","","","","","","","","","",""
"Retiro","Alcaldía Aparcamiento Cibeles","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes/Schuko","34 A gestión potencia plataforma IBIL","PRM-AL01-01b","2017","","","","","","","","","","","","","","","",""
"Retiro","A.G. Cultura y Deportes","C/ Montalbán 1","4474415.49","441281.55","1","Mennekes","32 A gestión potencia plataforma IBIL","PRM-AG09-01","2019","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04a","2017","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04b","2017","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04c","2017","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04c","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04c","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04c","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04c","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Medio Ambiente y Movilidad / RESIDUOS","C/ General Díaz Poltier, Cantón","4475737.2","442681","1","Mennekes","32 A trifásico 22 Kw","PRM-AG08-04c","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Salud, Seguridad y Emergencias / Madrid Salud / MONTESA","C/ Montesa 22","4475781.4","44309.8","1","Mennekes","3,7 KW Plug T2 monofásico","PRM-AG05-11a","2017","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Salud, Seguridad y Emergencias / Madrid Salud / MONTESA","C/ Montesa 22","4475781.4","44309.8","1","Mennekes","3,7 KW Plug T2 monofásico","PRM-AG05-11b","2017","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Salud, Seguridad y Emergencias / PM / UID Salamanca","C/ Pedro Heredia nº 36","4475898.6","443937.7","1","Mennekes Manguera","32 A gestion potencia","PRM-AG05-05a","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Salud, Seguridad y Emergencias / PM / UID Salamanca","C/ Pedro Heredia nº 36","4475898.6","443937.7","1","Mennekes Manguera","32 A gestion potencia","PRM-AG05-05b","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Salud, Seguridad y Emergencias / PM / UID Salamanca","C/ Pedro Heredia nº 36","4475898.6","443937.7","1","Mennekes Manguera","32 A gestion potencia","PRM-AG05-05c","2018","","","","","","","","","","","","","","","",""
"Salamanca","A.G. Salud, Seguridad y Emergencias / PM / UID RUFINO BLANCO","Calle Rufino Blanco, 2","4475741.5","443523.4","1","Mennekes / Schuco","32 A monofásico","PRM-AG05-04c","2019","","","","","","","","","","","","","","","",""
"San Blas - Canillejas","J.M.D. San Blas-Canillejas","Avda. Arcentales, 28","4476358.2","448301.8","1","Mennekes","3,7 KW Plug T2 monofásico","PRM-JM20-01a","2017","","","","","","","","","","","","","","","",""
"San Blas - Canillejas","J.M.D. San Blas-Canillejas","Avda. Arcentales, 28","4476358.2","448301.8","1","Mennekes","32 A trifásico","PRM-JM","2019","","","","","","","","","","","","","","","",""
"San Blas - Canillejas","Alcaldía / IAM","C/ Albarracín 33","4475949.43","446478.55","1","Mennekes","","PRM-AL01-10","2016","","","","","","","","","","","","","","","",""
"San Blas - Canillejas","A.G. Salud, Seguridad y Emergencias / PM / UID SAN BLAS CANILLEJAS","C/ Estocolmo, 91","4476297.1","448810.3","2","Yazaki con manguera","16 A monofásico","PRM-AG05-04c","2019","","","","","","","","","","","","","","","",""
"San Blas - Canillejas","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Calle Albarracin 33","4475949.43","446478.55","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"San Blas - Canillejas","A.G. Medio Ambiente y Movilidad / Agentes movilidad","Calle Albarracin 33","4475949.43","446478.55","1","Mennekes manguera","32 A monofásico","PRM-AG08-","2018","","","","","","","","","","","","","","","",""
"Tetuán","A.G. Salud, Seguridad y Emergencias / PM / UID Tetuan"," Avda. de Asturias nº 68","4480640.2","440838.4","1","Mennekes","3,7 kW","PRM-AG05-06a","2017","","","","","","","","","","","","","","","",""
"Tetuán","A.G. Salud, Seguridad y Emergencias / PM / UID Tetuan"," Avda. de Asturias nº 68","4480640.2","440838.4","1","Mennekes","3,7 kW","PRM-AG05-06b","2017","","","","","","","","","","","","","","","",""
"Tetuán","J.M.D. Tetuán","C/ Bravo Murillo, 357","4479822.4","441300.4","1","Mennekes","3,7 kW Plug T2 Circutor simple monofásico","PRM-JM06-01a","2017","","","","","","","","","","","","","","","",""
"Usera","J.M.D Usera "," Avda. Rafaela Ybarra, 41","4470649.8","439769.8","1","Mennekes Manguera","16 A monofásico","PRM-JM","2018","","","","","","","","","","","","","","","",""
"Usera","A.G. Salud, Seguridad y Emergencias / PM / UID Tetuan","Calle del Dr. Tolosa Latour, 7","4469852.6","440494.4","1","yazaki","16 A manguera Yazaki","PRM-AG05-","2018","","","","","","","","","","","","","","","",""
"Usera","A.G. Salud, Seguridad y Emergencias / PM / UID Tetuan","Calle del Dr. Tolosa Latour, 7","4469852.6","440494.4","1","Mennekes","32 A manguera","PRM-AG05-","2018","","","","","","","","","","","","","","","",""
"Vicalvaro","J.M.D. Vicalvaro"," Plaza Don Antonio de Andrés, 18","4472790.8","448688.9","1","Mennekes Manguera","16 A monofásico","PRM-JM","2018","","","","","","","","","","","","","","","",""
"Vicálvaro","J.M.D. Vicalvaro"," Plaza Don Antonio de Andrés, 18","4472790.8","448688.9","1","Mennekes Manguera","16 A monofásico","PRM-JM","2019","","","","","","","","","","","","","","","",""
"Vicálvaro","A.G. Salud, Seguridad y Emergencias / PM / UID VICALVARO","Paseo Polideportivo, 138,","4473271.6","449371","1","Mennekes / Schuco","32 A monofásico","PRM-AG05-04c","2019","","","","","","","","","","","","","","","",""
"Villa de Vallecas","A.G. Salud, Seguridad y Emergencias / PM / UID VILLA  DE VALLECAS","C/ Real de Arganda, 64","4470229.4","447968.9","1","Mennekes / Schuco","32 A monofásico","PRM-AG05-04c","2019","","","","","","","","","","","","","","","",""
"Villa de Vallecas","A.G. Cultura. Almacén municipal","Calle Camino de Hormigueras 133 ","4469744.2","445455.4","1","Mennekes Manguera","16 A monofásico","PRM-AG01","2019","","","","","","","","","","","","","","","",""
"Villa de Vallecas","J.M.D Villa de Vallecas","Calle Federico García Lorca 12","4470206.1","447357","1","Mennekes Manguera","16 A monofásico","PRM-JM","2018","","","","","","","","","","","","","","","",""
"Villa de Vallecas","A.G. Medio Ambiente y Movilidad / VALDEMINGOMEZ","VALDEMINGOMEZ","4467895","452324","1","Mennekes","3,7 kW","PRM-AG08-08","2017","","","","","","","","","","","","","","","",""
"Villa de Vallecas","A.G. Medio Ambiente y Movilidad / VALDEMINGOMEZ","VALDEMINGOMEZ","4467895","452324","1","Mennekes","16 A monofásico","PRM-AG08-09","2018","","","","","","","","","","","","","","","",""
"Villaverde","J.M.D. Villaverde","C/ Arroyo Bueno 53","4466725.48","439602.47","1","Mennekes","3,7 kW","PRM-JM17-01","2016","","","","","","","","","","","","","","","",""
"Villaverde","A.G. Salud, Seguridad y Emergencias / PM / UID VILLAVERDE","Carr. de Carabanchel a Villaverde, 105","4467183.8","440081.4","1","Mennekes / Schuco","32 A monofásico","PRM-AG05-04c","2019","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOTAL: 261 TERMINALES DE RECARGA INSTALADAS EN 69 EDIFICIOS MUNICIPALES (FEBRERO 2020)","","","","","","","","","","","","","","","","","","","","","","","","",""
