Fecha;28079004;28079008;28079017;28079018;28079024;28079035;28079036;28079038;28079040;28079057
01/03/2020;;7;8;5;4;9;4;1;6;5
02/03/2020;;7;8;5;5;10;4;2;6;5
03/03/2020;;7;7;5;5;11;4;2;5;5
04/03/2020;;7;8;6;5;9;4;2;5;5
05/03/2020;;7;8;5;5;3;4;2;5;5
06/03/2020;;7;7;5;4;3;5;2;5;5
07/03/2020;;7;6;6;5;3;8;2;5;5
08/03/2020;;8;8;7;5;5;6;3;6;5
09/03/2020;;8;8;6;5;6;7;3;6;5
10/03/2020;;8;9;8;5;7;8;6;6;6
11/03/2020;;9;12;10;6;8;8;6;7;6
12/03/2020;;8;11;10;5;11;7;4;6;5
13/03/2020;;8;10;9;5;10;7;3;6;5
14/03/2020;;7;8;7;5;-;6;2;6;5
15/03/2020;;7;-;6;5;-;6;2;6;5
16/03/2020;;7;8;5;5;-;8;2;6;5
17/03/2020;;7;7;6;5;-;13;2;5;5
18/03/2020;;8;9;6;5;4;11;3;6;5
19/03/2020;;7;8;6;5;2;13;2;6;5
20/03/2020;;7;9;5;5;4;25;2;6;5
21/03/2020;;7;9;5;5;4;18;1;6;5
22/03/2020;;7;8;5;5;4;10;2;6;5
23/03/2020;;7;9;5;5;4;13;2;6;5
24/03/2020;;7;9;5;5;4;11;2;6;5
25/03/2020;;7;8;5;5;4;-;3;6;5
26/03/2020;;8;9;6;5;4;-;3;6;5
27/03/2020;;7;8;5;5;4;5;2;5;5
28/03/2020;;7;7;6;5;4;5;2;6;5
29/03/2020;;8;8;7;5;5;5;3;6;5
30/03/2020;;7;7;5;5;4;5;2;5;5
31/03/2020;;7;5;6;5;-;6;1;3;5
01/04/2020;-;7;8;6;5;4;3;3;6;5
02/04/2020;-;8;8;6;5;4;2;3;6;5
03/04/2020;-;7;9;6;5;4;3;3;6;5
04/04/2020;-;8;9;6;5;4;4;2;6;5
05/04/2020;-;7;9;5;5;4;2;2;6;5
06/04/2020;-;7;9;5;5;4;1;2;7;5
07/04/2020;-;7;9;5;5;4;1;1;6;5
08/04/2020;-;7;8;6;5;4;2;1;6;5
09/04/2020;-;7;9;6;5;4;5;2;6;5
10/04/2020;-;7;10;5;5;4;5;1;6;5
11/04/2020;-;7;9;5;5;4;6;1;6;5
12/04/2020;-;7;10;6;5;4;5;1;6;5
13/04/2020;-;7;10;5;5;4;5;2;6;5
14/04/2020;-;7;10;6;5;4;6;3;6;5
15/04/2020;-;7;10;5;5;4;4;4;6;5
16/04/2020;-;7;10;5;5;4;2;4;5;5
17/04/2020;-;7;9;6;5;4;1;4;5;5
18/04/2020;-;8;8;7;5;4;1;4;5;5
19/04/2020;-;8;6;6;5;4;2;3;5;5
20/04/2020;-;7;7;6;5;4;1;4;5;5
21/04/2020;-;7;7;5;5;4;1;4;5;5
22/04/2020;-;8;7;6;5;4;3;3;5;5
23/04/2020;-;8;7;6;5;5;8;4;5;5
24/04/2020;-;8;8;7;5;4;6;3;5;5
25/04/2020;-;8;8;6;5;5;3;3;5;5
26/04/2020;-;7;8;5;5;4;2;3;5;5
27/04/2020;-;7;8;5;5;4;1;3;5;5
28/04/2020;-;8;8;5;5;4;1;3;5;5
29/04/2020;-;7;8;6;5;4;1;3;5;5
30/04/2020;8;7;8;6;5;4;1;3;5;5
01/05/2020;5;7;8;6;5;4;1;3;5;5
02/05/2020;4;8;8;7;5;5;1;3;5;5
03/05/2020;4;8;8;7;5;5;1;3;5;5
04/05/2020;5;8;8;8;5;5;1;3;5;5
05/05/2020;4;8;8;7;5;5;3;3;5;5
06/05/2020;5;8;-;7;5;5;6;3;6;5
07/05/2020;5;8;9;7;5;5;6;3;6;5
08/05/2020;4;8;9;7;5;5;6;3;7;-
09/05/2020;4;8;8;6;5;5;6;3;6;5
10/05/2020;5;8;8;6;5;4;5;3;6;5
11/05/2020;5;8;9;5;5;5;5;3;6;5
12/05/2020;6;8;8;5;5;5;6;4;5;5
13/05/2020;5;8;8;6;5;5;6;3;6;5
14/05/2020;-;8;9;5;5;4;6;4;6;5
15/05/2020;-;8;9;6;5;5;6;3;6;5
16/05/2020;-;8;8;6;5;5;7;3;5;5
17/05/2020;-;8;9;6;5;5;6;3;5;-
18/05/2020;-;8;9;7;5;5;6;3;6;-
19/05/2020;6;8;9;7;5;5;6;3;6;-
20/05/2020;4;8;9;7;5;6;6;3;5;7
21/05/2020;4;8;9;8;5;6;6;4;5;7
22/05/2020;4;8;9;8;5;5;6;6;5;7
23/05/2020;4;8;9;8;5;5;6;6;5;6
24/05/2020;4;8;9;8;5;5;6;6;5;6
25/05/2020;4;8;9;8;5;5;6;6;5;6
26/05/2020;4;8;8;7;-;5;6;6;5;6
27/05/2020;4;8;8;8;-;5;6;6;5;6
28/05/2020;4;8;9;8;5;5;6;7;5;6
29/05/2020;4;8;9;8;5;-;6;7;5;6
30/05/2020;4;8;9;9;5;-;6;6;4;6
31/05/2020;4;8;9;8;5;-;6;6;4;6
01/06/2020;4;8;9;8;5;-;6;6;4;6
02/06/2020;4;8;9;8;5;-;6;6;5;-
03/06/2020;4;8;9;8;5;6;6;5;6;6
04/06/2020;5;8;9;6;5;5;6;4;6;6
05/06/2020;5;8;9;7;5;5;6;4;6;6
06/06/2020;4;8;9;7;5;5;6;5;6;6
07/06/2020;4;8;9;7;5;5;6;5;6;6
08/06/2020;5;8;9;6;5;5;6;5;6;6
09/06/2020;5;8;9;7;5;5;6;4;6;6
10/06/2020;5;8;9;7;5;5;6;5;6;6
11/06/2020;5;8;9;7;5;5;6;5;6;6
12/06/2020;6;8;9;7;5;5;6;5;6;6
13/06/2020;5;8;9;7;5;5;6;4;6;6
14/06/2020;5;8;9;7;5;5;6;4;6;6
15/06/2020;4;8;9;7;5;6;6;3;6;6
16/06/2020;5;8;9;7;5;6;6;4;6;6
17/06/2020;5;8;9;8;5;6;6;6;6;6
18/06/2020;4;8;9;9;5;6;6;6;5;6
19/06/2020;4;8;9;9;5;6;6;6;5;6
20/06/2020;4;9;9;9;5;6;6;6;5;6
21/06/2020;4;9;9;9;5;6;6;6;5;6
22/06/2020;4;9;9;9;5;6;6;6;6;6
23/06/2020;4;10;9;9;5;6;7;6;6;6
24/06/2020;4;9;9;9;5;6;6;6;6;6
25/06/2020;4;9;9;9;5;6;6;6;6;6
26/06/2020;4;9;9;8;5;6;6;6;6;6
27/06/2020;4;9;9;8;5;6;7;6;6;6
28/06/2020;4;9;9;8;5;6;6;6;6;6
